start,end,length,strand,frame,chromosome,label
449867,450530,663,1,2,chrXIV,known_gene
457703,461990,4287,1,2,chrXIV,known_gene
462410,465947,3537,1,2,chrXIV,known_gene
473297,476012,2715,1,2,chrXIV,known_gene
485606,486479,873,1,2,chrXIV,known_gene
490316,491240,924,1,2,chrXIV,known_gene
491522,492971,1449,1,2,chrXIV,known_gene
503723,505484,1761,1,2,chrXIV,known_gene
510539,512396,1857,1,2,chrXIV,known_gene
519455,520778,1323,1,2,chrXIV,novel_orf
526085,529583,3498,1,2,chrXIV,known_gene
532658,533870,1212,1,2,chrXIV,known_gene
538172,539819,1647,1,2,chrXIV,known_gene
542303,542822,519,1,2,chrXIV,known_gene
544226,544544,318,1,2,chrXIV,known_gene
548099,549290,1191,1,2,chrXIV,known_gene
553379,554750,1371,1,2,chrXIV,known_gene
555047,556832,1785,1,2,chrXIV,known_gene
570476,572315,1839,1,2,chrXIV,known_gene
574505,575351,846,1,2,chrXIV,known_gene
578678,578996,318,1,2,chrXIV,known_gene
602906,604268,1362,1,2,chrXIV,known_gene
613634,614360,726,1,2,chrXIV,known_gene
620066,620978,912,1,2,chrXIV,known_gene
627455,628616,1161,1,2,chrXIV,known_gene
635942,636383,441,1,2,chrXIV,known_gene
642689,643439,750,1,2,chrXIV,known_gene
649298,649844,546,1,2,chrXIV,novel_orf
662912,663581,669,1,2,chrXIV,known_gene
673820,674123,303,1,2,chrXIV,novel_orf
686009,687116,1107,1,2,chrXIV,known_gene
690320,691286,966,1,2,chrXIV,known_gene
695594,697484,1890,1,2,chrXIV,known_gene
699689,700460,771,1,2,chrXIV,known_gene
701237,701666,429,1,2,chrXIV,known_gene
701894,703085,1191,1,2,chrXIV,known_gene
711629,712811,1182,1,2,chrXIV,known_gene
717206,717530,324,1,2,chrXIV,novel_orf
736802,738545,1743,1,2,chrXIV,known_gene
746942,748766,1824,1,2,chrXIV,known_gene
765374,769376,4002,1,2,chrXIV,known_gene
779915,781040,1125,1,2,chrXIV,known_gene
777601,778738,1137,-1,0,chrXIV,known_gene
761122,762592,1470,-1,0,chrXIV,known_gene
760066,760885,819,-1,0,chrXIV,known_gene
753724,755035,1311,-1,0,chrXIV,known_gene
750349,753700,3351,-1,0,chrXIV,known_gene
731617,733303,1686,-1,0,chrXIV,known_gene
728425,730186,1761,-1,0,chrXIV,known_gene
723355,724306,951,-1,0,chrXIV,known_gene
722293,723112,819,-1,0,chrXIV,known_gene
716779,718327,1548,-1,0,chrXIV,known_gene
706186,706585,399,-1,0,chrXIV,novel_orf
700540,701659,1119,-1,0,chrXIV,known_gene
694360,694822,462,-1,0,chrXIV,known_gene
673273,674689,1416,-1,0,chrXIV,known_gene
649027,651712,2685,-1,0,chrXIV,known_gene
639181,640114,933,-1,0,chrXIV,known_gene
636046,636373,327,-1,0,chrXIV,novel_orf
633007,633856,849,-1,0,chrXIV,known_gene
626173,627142,969,-1,0,chrXIV,known_gene
618994,619399,405,-1,0,chrXIV,known_gene
616210,618241,2031,-1,0,chrXIV,known_gene
602137,602476,339,-1,0,chrXIV,known_gene
599935,601774,1839,-1,0,chrXIV,known_gene
598375,599230,855,-1,0,chrXIV,known_gene
588262,591160,2898,-1,0,chrXIV,known_gene
577204,578773,1569,-1,0,chrXIV,known_gene
566383,567820,1437,-1,0,chrXIV,novel_orf
555148,555583,435,-1,0,chrXIV,novel_orf
517993,518845,852,-1,0,chrXIV,known_gene
505867,507097,1230,-1,0,chrXIV,known_gene
495700,498289,2589,-1,0,chrXIV,known_gene
492502,492868,366,-1,0,chrXIV,novel_orf
485968,486448,480,-1,0,chrXIV,novel_orf
447754,448066,312,-1,0,chrXIV,novel_orf
424894,426754,1860,-1,0,chrXIV,known_gene
420943,424495,3552,-1,0,chrXIV,known_gene
401032,401518,486,-1,0,chrXIV,known_gene
398683,400537,1854,-1,0,chrXIV,known_gene
393466,393820,354,-1,0,chrXIV,novel_orf
390145,392167,2022,-1,0,chrXIV,known_gene
374170,374692,522,-1,0,chrXIV,known_gene
371881,372226,345,-1,0,chrXIV,known_gene
360916,361486,570,-1,0,chrXIV,known_gene
352819,355042,2223,-1,0,chrXIV,known_gene
349906,350671,765,-1,0,chrXIV,known_gene
349366,349756,390,-1,0,chrXIV,known_gene
341068,341968,900,-1,0,chrXIV,known_gene
326740,330073,3333,-1,0,chrXIV,known_gene
325264,326320,1056,-1,0,chrXIV,known_gene
316168,317671,1503,-1,0,chrXIV,known_gene
315628,315997,369,-1,0,chrXIV,known_gene
308956,310057,1101,-1,0,chrXIV,known_gene
303685,304615,930,-1,0,chrXIV,known_gene
299653,300649,996,-1,0,chrXIV,known_gene
292192,292669,477,-1,0,chrXIV,known_gene
282508,282871,363,-1,0,chrXIV,novel_orf
271522,272308,786,-1,0,chrXIV,known_gene
270274,271171,897,-1,0,chrXIV,known_gene
267607,269593,1986,-1,0,chrXIV,known_gene
264925,266530,1605,-1,0,chrXIV,known_gene
260626,263203,2577,-1,0,chrXIV,known_gene
259438,260050,612,-1,0,chrXIV,known_gene
258154,258577,423,-1,0,chrXIV,known_gene
231067,233695,2628,-1,0,chrXIV,known_gene
219136,220201,1065,-1,0,chrXIV,known_gene
217522,218662,1140,-1,0,chrXIV,known_gene
215986,217042,1056,-1,0,chrXIV,known_gene
205987,206323,336,-1,0,chrXIV,novel_orf
203917,204457,540,-1,0,chrXIV,novel_orf
202627,202945,318,-1,0,chrXIV,novel_orf
181360,182608,1248,-1,0,chrXIV,known_gene
160630,164320,3690,-1,0,chrXIV,known_gene
151255,151630,375,-1,0,chrXIV,novel_orf
131404,131716,312,-1,0,chrXIV,known_gene
121117,122170,1053,-1,0,chrXIV,known_gene
117832,118159,327,-1,0,chrXIV,novel_orf
100909,102232,1323,-1,0,chrXIV,novel_orf
81607,81937,330,-1,0,chrXIV,novel_orf
78658,80260,1602,-1,0,chrXIV,known_gene
61957,62260,303,-1,0,chrXIV,known_gene
58897,59791,894,-1,0,chrXIV,known_gene
54121,55897,1776,-1,0,chrXIV,known_gene
49396,51688,2292,-1,0,chrXIV,known_gene
45307,48022,2715,-1,0,chrXIV,known_gene
42070,43177,1107,-1,0,chrXIV,known_gene
38830,39130,300,-1,0,chrXIV,known_gene
33820,34126,306,-1,0,chrXIV,known_gene
28738,31378,2640,-1,0,chrXIV,known_gene
19540,22633,3093,-1,0,chrXIV,known_gene
16117,17248,1131,-1,0,chrXIV,known_gene
370,5758,5388,-1,0,chrXIV,known_gene
770439,771468,1029,-1,1,chrXIV,known_gene
755745,759099,3354,-1,1,chrXIV,known_gene
721119,721506,387,-1,1,chrXIV,known_gene
713022,713655,633,-1,1,chrXIV,known_gene
693018,694047,1029,-1,1,chrXIV,known_gene
670761,671307,546,-1,1,chrXIV,novel_orf
665517,665967,450,-1,1,chrXIV,novel_orf
654672,661374,6702,-1,1,chrXIV,known_gene
644319,646950,2631,-1,1,chrXIV,known_gene
636930,637335,405,-1,1,chrXIV,known_gene
621312,622428,1116,-1,1,chrXIV,known_gene
611835,613170,1335,-1,1,chrXIV,known_gene
609132,609510,378,-1,1,chrXIV,known_gene
591426,592899,1473,-1,1,chrXIV,known_gene
587106,587847,741,-1,1,chrXIV,known_gene
584319,585291,972,-1,1,chrXIV,known_gene
568521,569691,1170,-1,1,chrXIV,known_gene
562386,566427,4041,-1,1,chrXIV,novel_orf
557919,559002,1083,-1,1,chrXIV,known_gene
539910,541881,1971,-1,1,chrXIV,known_gene
534078,534549,471,-1,1,chrXIV,known_gene
518793,519156,363,-1,1,chrXIV,known_gene
512667,514935,2268,-1,1,chrXIV,known_gene
507744,508044,300,-1,1,chrXIV,novel_orf
496071,496380,309,-1,1,chrXIV,known_gene
486765,488124,1359,-1,1,chrXIV,known_gene
476931,478032,1101,-1,1,chrXIV,known_gene
476187,476619,432,-1,1,chrXIV,known_gene
470052,471102,1050,-1,1,chrXIV,known_gene
461007,461316,309,-1,1,chrXIV,novel_orf
452967,453627,660,-1,1,chrXIV,novel_orf
435609,435930,321,-1,1,chrXIV,novel_orf
420453,420765,312,-1,1,chrXIV,novel_orf
419013,419826,813,-1,1,chrXIV,known_gene
417825,418488,663,-1,1,chrXIV,known_gene
412683,413055,372,-1,1,chrXIV,known_gene
410118,412053,1935,-1,1,chrXIV,known_gene
402651,405564,2913,-1,1,chrXIV,known_gene
398022,398370,348,-1,1,chrXIV,known_gene
385407,385833,426,-1,1,chrXIV,novel_orf
379557,380604,1047,-1,1,chrXIV,known_gene
378831,379182,351,-1,1,chrXIV,novel_orf
372450,373581,1131,-1,1,chrXIV,known_gene
356793,357186,393,-1,1,chrXIV,known_gene
343635,345276,1641,-1,1,chrXIV,known_gene
322218,323565,1347,-1,1,chrXIV,known_gene
295959,297627,1668,-1,1,chrXIV,known_gene
293136,295509,2373,-1,1,chrXIV,known_gene
272709,273615,906,-1,1,chrXIV,known_gene
263712,264453,741,-1,1,chrXIV,known_gene
252126,252495,369,-1,1,chrXIV,novel_orf
246459,247104,645,-1,1,chrXIV,known_gene
235995,237663,1668,-1,1,chrXIV,known_gene
229326,229650,324,-1,1,chrXIV,novel_orf
222723,224469,1746,-1,1,chrXIV,known_gene
209547,209979,432,-1,1,chrXIV,known_gene
198501,199977,1476,-1,1,chrXIV,known_gene
196425,197943,1518,-1,1,chrXIV,known_gene
186345,186885,540,-1,1,chrXIV,known_gene
172587,174315,1728,-1,1,chrXIV,known_gene
168042,169248,1206,-1,1,chrXIV,known_gene
167328,167790,462,-1,1,chrXIV,known_gene
156858,157455,597,-1,1,chrXIV,known_gene
146895,147840,945,-1,1,chrXIV,known_gene
144279,145125,846,-1,1,chrXIV,known_gene
135939,137661,1722,-1,1,chrXIV,known_gene
126804,129084,2280,-1,1,chrXIV,known_gene
105183,106695,1512,-1,1,chrXIV,known_gene
96963,100431,3468,-1,1,chrXIV,novel_orf
93072,93378,306,-1,1,chrXIV,novel_orf
84168,85815,1647,-1,1,chrXIV,known_gene
56445,57573,1128,-1,1,chrXIV,known_gene
51906,52524,618,-1,1,chrXIV,known_gene
43323,44280,957,-1,1,chrXIV,known_gene
41049,41379,330,-1,1,chrXIV,novel_orf
38706,40329,1623,-1,1,chrXIV,known_gene
27336,28347,1011,-1,1,chrXIV,known_gene
22833,23274,441,-1,1,chrXIV,known_gene
18000,19302,1302,-1,1,chrXIV,known_gene
12207,12876,669,-1,1,chrXIV,known_gene
1455,2031,576,-1,1,chrXIV,known_gene
774791,776300,1509,-1,2,chrXIV,known_gene
749135,750008,873,-1,2,chrXIV,known_gene
744359,745343,984,-1,2,chrXIV,known_gene
742880,743540,660,-1,2,chrXIV,known_gene
741158,741488,330,-1,2,chrXIV,novel_orf
733355,734069,714,-1,2,chrXIV,known_gene
719345,720647,1302,-1,2,chrXIV,known_gene
714047,715388,1341,-1,2,chrXIV,known_gene
707765,708101,336,-1,2,chrXIV,novel_orf
705503,705845,342,-1,2,chrXIV,novel_orf
697613,699431,1818,-1,2,chrXIV,known_gene
680693,685433,4740,-1,2,chrXIV,known_gene
677198,678488,1290,-1,2,chrXIV,known_gene
672701,673061,360,-1,2,chrXIV,known_gene
669773,670193,420,-1,2,chrXIV,known_gene
667409,668222,813,-1,2,chrXIV,known_gene
664301,664691,390,-1,2,chrXIV,novel_orf
652202,652502,300,-1,2,chrXIV,novel_orf
634343,635297,954,-1,2,chrXIV,known_gene
629621,631061,1440,-1,2,chrXIV,known_gene
624974,625829,855,-1,2,chrXIV,known_gene
623729,624095,366,-1,2,chrXIV,novel_orf
618506,619565,1059,-1,2,chrXIV,known_gene
606998,607451,453,-1,2,chrXIV,novel_orf
595622,597539,1917,-1,2,chrXIV,known_gene
575639,576050,411,-1,2,chrXIV,known_gene
549467,551987,2520,-1,2,chrXIV,known_gene
545588,545909,321,-1,2,chrXIV,known_gene
535280,537911,2631,-1,2,chrXIV,known_gene
515762,516713,951,-1,2,chrXIV,known_gene
508775,510212,1437,-1,2,chrXIV,known_gene
493955,494297,342,-1,2,chrXIV,known_gene
478565,479165,600,-1,2,chrXIV,known_gene
456692,457169,477,-1,2,chrXIV,known_gene
444911,446840,1929,-1,2,chrXIV,known_gene
441365,442358,993,-1,2,chrXIV,known_gene
439601,440570,969,-1,2,chrXIV,known_gene
438566,439283,717,-1,2,chrXIV,known_gene
416939,417302,363,-1,2,chrXIV,known_gene
368594,370055,1461,-1,2,chrXIV,known_gene
360923,365717,4794,-1,2,chrXIV,known_gene
347765,348521,756,-1,2,chrXIV,known_gene
345668,346058,390,-1,2,chrXIV,known_gene
343646,344141,495,-1,2,chrXIV,known_gene
338477,339347,870,-1,2,chrXIV,known_gene
319415,321359,1944,-1,2,chrXIV,known_gene
318029,318809,780,-1,2,chrXIV,known_gene
314249,314561,312,-1,2,chrXIV,novel_orf
313862,314168,306,-1,2,chrXIV,novel_orf
307400,308612,1212,-1,2,chrXIV,known_gene
305069,306980,1911,-1,2,chrXIV,known_gene
300665,301103,438,-1,2,chrXIV,known_gene
294425,294782,357,-1,2,chrXIV,known_gene
292556,292883,327,-1,2,chrXIV,known_gene
281003,281303,300,-1,2,chrXIV,novel_orf
266513,266816,303,-1,2,chrXIV,known_gene
258374,259277,903,-1,2,chrXIV,known_gene
256787,258155,1368,-1,2,chrXIV,known_gene
242561,242867,306,-1,2,chrXIV,novel_orf
224795,227099,2304,-1,2,chrXIV,known_gene
220658,222431,1773,-1,2,chrXIV,known_gene
187169,187496,327,-1,2,chrXIV,known_gene
179393,181022,1629,-1,2,chrXIV,known_gene
171440,172286,846,-1,2,chrXIV,known_gene
158108,160373,2265,-1,2,chrXIV,known_gene
145562,146615,1053,-1,2,chrXIV,known_gene
129521,135383,5862,-1,2,chrXIV,known_gene
118430,118826,396,-1,2,chrXIV,known_gene
109094,110411,1317,-1,2,chrXIV,known_gene
103133,104102,969,-1,2,chrXIV,known_gene
98849,99161,312,-1,2,chrXIV,novel_orf
71672,76583,4911,-1,2,chrXIV,known_gene
33293,34235,942,-1,2,chrXIV,known_gene
6174,8115,1941,1,0,chrXV,known_gene
25272,26976,1704,1,0,chrXV,known_gene
44937,45633,696,1,0,chrXV,known_gene
53097,54552,1455,1,0,chrXV,known_gene
55557,56280,723,1,0,chrXV,known_gene
56451,58539,2088,1,0,chrXV,known_gene
58758,60030,1272,1,0,chrXV,known_gene
77559,78114,555,1,0,chrXV,known_gene
87843,89448,1605,1,0,chrXV,known_gene
104325,106293,1968,1,0,chrXV,known_gene
112101,113130,1029,1,0,chrXV,known_gene
115005,115356,351,1,0,chrXV,novel_orf
117999,119322,1323,1,0,chrXV,novel_orf
147381,150276,2895,1,0,chrXV,known_gene
168726,169974,1248,1,0,chrXV,known_gene
171069,180309,9240,1,0,chrXV,known_gene
181056,181455,399,1,0,chrXV,known_gene
187023,189414,2391,1,0,chrXV,known_gene
196506,196995,489,1,0,chrXV,known_gene
217125,218448,1323,1,0,chrXV,known_gene
219210,220473,1263,1,0,chrXV,known_gene
234939,238185,3246,1,0,chrXV,known_gene
247149,248301,1152,1,0,chrXV,known_gene
255336,256101,765,1,0,chrXV,known_gene
265428,266169,741,1,0,chrXV,known_gene
274956,276939,1983,1,0,chrXV,known_gene
278055,280086,2031,1,0,chrXV,known_gene
288897,290553,1656,1,0,chrXV,known_gene
310311,310935,624,1,0,chrXV,known_gene
325248,326130,882,1,0,chrXV,known_gene
333591,334356,765,1,0,chrXV,known_gene
344334,345798,1464,1,0,chrXV,known_gene
364368,366882,2514,1,0,chrXV,known_gene
400347,401214,867,1,0,chrXV,known_gene
428928,429240,312,1,0,chrXV,novel_orf
429477,429912,435,1,0,chrXV,known_gene
447438,448368,930,1,0,chrXV,known_gene
479532,480420,888,1,0,chrXV,known_gene
495126,496968,1842,1,0,chrXV,known_gene
502794,503346,552,1,0,chrXV,known_gene
511824,513006,1182,1,0,chrXV,known_gene
517641,518490,849,1,0,chrXV,known_gene
519120,519972,852,1,0,chrXV,known_gene
521352,522282,930,1,0,chrXV,known_gene
523026,524841,1815,1,0,chrXV,known_gene
531507,533793,2286,1,0,chrXV,known_gene
545028,546333,1305,1,0,chrXV,known_gene
573174,574830,1656,1,0,chrXV,known_gene
575097,577626,2529,1,0,chrXV,known_gene
586980,589281,2301,1,0,chrXV,known_gene
606513,608475,1962,1,0,chrXV,known_gene
619839,624375,4536,1,0,chrXV,known_gene
632163,633120,957,1,0,chrXV,known_gene
644565,646896,2331,1,0,chrXV,known_gene
649302,651732,2430,1,0,chrXV,known_gene
658746,659601,855,1,0,chrXV,known_gene
662400,663582,1182,1,0,chrXV,known_gene
674778,675150,372,1,0,chrXV,novel_orf
679356,680544,1188,1,0,chrXV,known_gene
710445,711576,1131,1,0,chrXV,known_gene
718782,719160,378,1,0,chrXV,novel_orf
720180,720510,330,1,0,chrXV,known_gene
722910,724725,1815,1,0,chrXV,known_gene
740706,741180,474,1,0,chrXV,novel_orf
747861,748209,348,1,0,chrXV,novel_orf
748275,748644,369,1,0,chrXV,novel_orf
752589,752895,306,1,0,chrXV,novel_orf
761391,761721,330,1,0,chrXV,known_gene
768408,769812,1404,1,0,chrXV,known_gene
770799,772113,1314,1,0,chrXV,known_gene
775845,778248,2403,1,0,chrXV,known_gene
785169,785655,486,1,0,chrXV,known_gene
785655,786744,1089,1,0,chrXV,known_gene
795105,795405,300,1,0,chrXV,novel_orf
798012,798315,303,1,0,chrXV,known_gene
807270,808107,837,1,0,chrXV,known_gene
818865,820158,1293,1,0,chrXV,known_gene
821022,822294,1272,1,0,chrXV,known_gene
832812,834195,1383,1,0,chrXV,known_gene
841332,841818,486,1,0,chrXV,known_gene
846999,847320,321,1,0,chrXV,known_gene
847452,848145,693,1,0,chrXV,known_gene
853356,854112,756,1,0,chrXV,known_gene
855801,856185,384,1,0,chrXV,novel_orf
861174,865593,4419,1,0,chrXV,known_gene
867399,867852,453,1,0,chrXV,known_gene
870201,874071,3870,1,0,chrXV,known_gene
875598,877038,1440,1,0,chrXV,known_gene
895308,895953,645,1,0,chrXV,novel_orf
903042,903372,330,1,0,chrXV,known_gene
909342,911445,2103,1,0,chrXV,known_gene
916029,918291,2262,1,0,chrXV,known_gene
923763,924156,393,1,0,chrXV,novel_orf
924576,925050,474,1,0,chrXV,known_gene
943107,943458,351,1,0,chrXV,novel_orf
944595,946008,1413,1,0,chrXV,known_gene
971850,975891,4041,1,0,chrXV,novel_orf
997212,998244,1032,1,0,chrXV,known_gene
1007220,1009116,1896,1,0,chrXV,known_gene
1010160,1010889,729,1,0,chrXV,known_gene
1012002,1012392,390,1,0,chrXV,known_gene
1026006,1026609,603,1,0,chrXV,known_gene
1036833,1039389,2556,1,0,chrXV,known_gene
1039839,1041399,1560,1,0,chrXV,known_gene
1043190,1043559,369,1,0,chrXV,known_gene
1055544,1057680,2136,1,0,chrXV,known_gene
1065042,1065915,873,1,0,chrXV,known_gene
1085472,1090863,5391,1,0,chrXV,known_gene
34657,35407,750,1,1,chrXV,known_gene
40747,42610,1863,1,1,chrXV,known_gene
43693,44722,1029,1,1,chrXV,known_gene
49894,50260,366,1,1,chrXV,novel_orf
65620,67114,1494,1,1,chrXV,known_gene
70324,70690,366,1,1,chrXV,known_gene
71299,72715,1416,1,1,chrXV,known_gene
73030,73357,327,1,1,chrXV,known_gene
83833,85264,1431,1,1,chrXV,known_gene
90730,91102,372,1,1,chrXV,novel_orf
99808,100957,1149,1,1,chrXV,known_gene
104587,104920,333,1,1,chrXV,known_gene
110296,110638,342,1,1,chrXV,known_gene
119800,123268,3468,1,1,chrXV,novel_orf
123991,125830,1839,1,1,chrXV,known_gene
145333,147163,1830,1,1,chrXV,known_gene
162355,165331,2976,1,1,chrXV,known_gene
181681,185212,3531,1,1,chrXV,known_gene
223267,224179,912,1,1,chrXV,known_gene
225016,225325,309,1,1,chrXV,novel_orf
228613,229834,1221,1,1,chrXV,known_gene
236107,236452,345,1,1,chrXV,known_gene
238618,240094,1476,1,1,chrXV,known_gene
243496,246802,3306,1,1,chrXV,known_gene
254296,254617,321,1,1,chrXV,known_gene
256744,259030,2286,1,1,chrXV,known_gene
268186,269641,1455,1,1,chrXV,known_gene
270799,271147,348,1,1,chrXV,novel_orf
286171,287950,1779,1,1,chrXV,known_gene
292528,294673,2145,1,1,chrXV,known_gene
299692,300067,375,1,1,chrXV,known_gene
329416,331051,1635,1,1,chrXV,known_gene
346321,346726,405,1,1,chrXV,novel_orf
349678,353863,4185,1,1,chrXV,known_gene
356542,356956,414,1,1,chrXV,known_gene
357673,359947,2274,1,1,chrXV,known_gene
359992,360352,360,1,1,chrXV,known_gene
361411,363814,2403,1,1,chrXV,known_gene
379780,380806,1026,1,1,chrXV,known_gene
381052,382822,1770,1,1,chrXV,known_gene
386824,388684,1860,1,1,chrXV,known_gene
398869,399226,357,1,1,chrXV,novel_orf
399253,399694,441,1,1,chrXV,novel_orf
401440,402655,1215,1,1,chrXV,known_gene
408424,409660,1236,1,1,chrXV,known_gene
410869,412330,1461,1,1,chrXV,known_gene
416761,417088,327,1,1,chrXV,novel_orf
420553,420880,327,1,1,chrXV,novel_orf
427816,428158,342,1,1,chrXV,known_gene
444685,445849,1164,1,1,chrXV,known_gene
447658,447976,318,1,1,chrXV,known_gene
464770,466543,1773,1,1,chrXV,known_gene
468211,469252,1041,1,1,chrXV,known_gene
471898,472597,699,1,1,chrXV,known_gene
480586,481750,1164,1,1,chrXV,known_gene
482032,483085,1053,1,1,chrXV,known_gene
493264,494470,1206,1,1,chrXV,known_gene
518194,518521,327,1,1,chrXV,known_gene
525277,528601,3324,1,1,chrXV,known_gene
528940,530248,1308,1,1,chrXV,known_gene
530428,531127,699,1,1,chrXV,known_gene
546856,548560,1704,1,1,chrXV,known_gene
551113,552052,939,1,1,chrXV,known_gene
561169,564193,3024,1,1,chrXV,known_gene
578563,579793,1230,1,1,chrXV,known_gene
580249,581359,1110,1,1,chrXV,known_gene
593056,594046,990,1,1,chrXV,known_gene
595111,596434,1323,1,1,chrXV,novel_orf
605452,605824,372,1,1,chrXV,novel_orf
605872,606178,306,1,1,chrXV,known_gene
611998,612490,492,1,1,chrXV,known_gene
633838,636757,2919,1,1,chrXV,known_gene
671875,672322,447,1,1,chrXV,novel_orf
678871,679261,390,1,1,chrXV,known_gene
683110,683545,435,1,1,chrXV,known_gene
689623,689974,351,1,1,chrXV,known_gene
690694,692032,1338,1,1,chrXV,known_gene
717022,718384,1362,1,1,chrXV,known_gene
721945,722608,663,1,1,chrXV,known_gene
733924,736177,2253,1,1,chrXV,known_gene
742909,744181,1272,1,1,chrXV,known_gene
758329,759253,924,1,1,chrXV,known_gene
759781,760660,879,1,1,chrXV,known_gene
772600,774127,1527,1,1,chrXV,known_gene
779869,780184,315,1,1,chrXV,known_gene
781993,783298,1305,1,1,chrXV,known_gene
783667,784588,921,1,1,chrXV,known_gene
786994,788641,1647,1,1,chrXV,known_gene
804376,804907,531,1,1,chrXV,known_gene
812875,813331,456,1,1,chrXV,novel_orf
817291,818335,1044,1,1,chrXV,known_gene
820453,820774,321,1,1,chrXV,known_gene
826384,827869,1485,1,1,chrXV,known_gene
837673,838960,1287,1,1,chrXV,known_gene
849634,850054,420,1,1,chrXV,known_gene
850279,850729,450,1,1,chrXV,known_gene
868339,868951,612,1,1,chrXV,known_gene
878434,880675,2241,1,1,chrXV,known_gene
882898,884134,1236,1,1,chrXV,known_gene
889021,889750,729,1,1,chrXV,known_gene
904759,905800,1041,1,1,chrXV,known_gene
922408,922807,399,1,1,chrXV,novel_orf
925720,930445,4725,1,1,chrXV,known_gene
937291,937786,495,1,1,chrXV,novel_orf
954343,956623,2280,1,1,chrXV,known_gene
987283,987592,309,1,1,chrXV,novel_orf
989788,992833,3045,1,1,chrXV,known_gene
1005136,1006705,1569,1,1,chrXV,known_gene
1016722,1017043,321,1,1,chrXV,novel_orf
1023370,1023739,369,1,1,chrXV,known_gene
1028215,1028515,300,1,1,chrXV,novel_orf
1037323,1037704,381,1,1,chrXV,known_gene
1061563,1063648,2085,1,1,chrXV,known_gene
1079281,1079725,444,1,1,chrXV,known_gene
1089199,1089775,576,1,1,chrXV,known_gene
9596,10106,510,1,2,chrXV,known_gene
10118,10766,648,1,2,chrXV,known_gene
14312,14654,342,1,2,chrXV,known_gene
31166,31532,366,1,2,chrXV,novel_orf
48737,49448,711,1,2,chrXV,known_gene
63155,63668,513,1,2,chrXV,novel_orf
74399,76979,2580,1,2,chrXV,known_gene
97550,99488,1938,1,2,chrXV,known_gene
101474,103229,1755,1,2,chrXV,known_gene
106709,108188,1479,1,2,chrXV,known_gene
109175,109889,714,1,2,chrXV,known_gene
113225,113579,354,1,2,chrXV,known_gene
128048,128348,300,1,2,chrXV,novel_orf
129236,132482,3246,1,2,chrXV,known_gene
134165,134621,456,1,2,chrXV,novel_orf
142814,143696,882,1,2,chrXV,known_gene
144203,145130,927,1,2,chrXV,known_gene
162749,163070,321,1,2,chrXV,known_gene
165713,166952,1239,1,2,chrXV,known_gene
194969,196337,1368,1,2,chrXV,known_gene
198941,200297,1356,1,2,chrXV,known_gene
212243,213734,1491,1,2,chrXV,known_gene
220766,222902,2136,1,2,chrXV,known_gene
230084,231272,1188,1,2,chrXV,known_gene
249824,250916,1092,1,2,chrXV,known_gene
253121,253589,468,1,2,chrXV,novel_orf
259922,263204,3282,1,2,chrXV,known_gene
263474,265085,1611,1,2,chrXV,known_gene
266636,267026,390,1,2,chrXV,novel_orf
269159,269519,360,1,2,chrXV,known_gene
277085,277604,519,1,2,chrXV,known_gene
297077,298838,1761,1,2,chrXV,known_gene
305348,307409,2061,1,2,chrXV,known_gene
307937,309041,1104,1,2,chrXV,known_gene
316937,321548,4611,1,2,chrXV,known_gene
326831,329033,2202,1,2,chrXV,known_gene
331454,332891,1437,1,2,chrXV,known_gene
356750,357221,471,1,2,chrXV,known_gene
368126,370319,2193,1,2,chrXV,known_gene
377846,378170,324,1,2,chrXV,known_gene
378218,379562,1344,1,2,chrXV,known_gene
384599,384935,336,1,2,chrXV,known_gene
405767,406544,777,1,2,chrXV,known_gene
407063,407921,858,1,2,chrXV,known_gene
413006,413480,474,1,2,chrXV,known_gene
432185,433373,1188,1,2,chrXV,known_gene
441533,442553,1020,1,2,chrXV,known_gene
449435,451325,1890,1,2,chrXV,known_gene
453767,455795,2028,1,2,chrXV,known_gene
461501,461816,315,1,2,chrXV,known_gene
472724,473369,645,1,2,chrXV,known_gene
474551,476792,2241,1,2,chrXV,known_gene
487706,489734,2028,1,2,chrXV,known_gene
503615,503948,333,1,2,chrXV,novel_orf
515243,516173,930,1,2,chrXV,known_gene
516422,516773,351,1,2,chrXV,known_gene
534074,536819,2745,1,2,chrXV,known_gene
537569,538454,885,1,2,chrXV,known_gene
596912,600380,3468,1,2,chrXV,novel_orf
624728,626492,1764,1,2,chrXV,known_gene
642740,643307,567,1,2,chrXV,known_gene
651857,652163,306,1,2,chrXV,known_gene
654209,656570,2361,1,2,chrXV,known_gene
657131,658325,1194,1,2,chrXV,known_gene
675938,677840,1902,1,2,chrXV,known_gene
684029,685343,1314,1,2,chrXV,known_gene
685766,689180,3414,1,2,chrXV,known_gene
692474,697334,4860,1,2,chrXV,known_gene
712031,712370,339,1,2,chrXV,novel_orf
712865,715331,2466,1,2,chrXV,known_gene
720416,720815,399,1,2,chrXV,known_gene
722564,722918,354,1,2,chrXV,known_gene
727511,729644,2133,1,2,chrXV,known_gene
749300,751886,2586,1,2,chrXV,known_gene
755327,756125,798,1,2,chrXV,known_gene
756863,757250,387,1,2,chrXV,novel_orf
762824,766565,3741,1,2,chrXV,known_gene
774572,775259,687,1,2,chrXV,known_gene
780905,781541,636,1,2,chrXV,known_gene
784856,785696,840,1,2,chrXV,known_gene
792530,793868,1338,1,2,chrXV,known_gene
797675,798308,633,1,2,chrXV,known_gene
