start,end,length,strand,frame,chromosome
1548,2124,576,-1,2,chrXIII
11451,12129,678,1,0,chrXIV
13266,14163,897,1,0,chrXIV
34695,37422,2727,1,0,chrXIV
61509,61857,348,1,0,chrXIV
66516,68445,1929,1,0,chrXIV
72216,72594,378,1,0,chrXIV
76272,76587,315,1,0,chrXIV
86217,87240,1023,1,0,chrXIV
110916,112902,1986,1,0,chrXIV
117348,118809,1461,1,0,chrXIV
138549,140385,1836,1,0,chrXIV
140877,144078,3201,1,0,chrXIV
164502,167097,2595,1,0,chrXIV
182874,185178,2304,1,0,chrXIV
200481,201933,1452,1,0,chrXIV
220644,221421,777,1,0,chrXIV
240330,241311,981,1,0,chrXIV
244467,245430,963,1,0,chrXIV
245616,246216,600,1,0,chrXIV
254676,255051,375,1,0,chrXIV
276501,279897,3396,1,0,chrXIV
280431,281505,1074,1,0,chrXIV
284259,285888,1629,1,0,chrXIV
289497,291876,2379,1,0,chrXIV
302679,303402,723,1,0,chrXIV
308073,308646,573,1,0,chrXIV
310635,315882,5247,1,0,chrXIV
351714,352017,303,1,0,chrXIV
359595,360639,1044,1,0,chrXIV
393828,394167,339,1,0,chrXIV
412770,413199,429,1,0,chrXIV
427734,429753,2019,1,0,chrXIV
430086,434493,4407,1,0,chrXIV
446370,446781,411,1,0,chrXIV
450870,452073,1203,1,0,chrXIV
456564,457143,579,1,0,chrXIV
467130,469623,2493,1,0,chrXIV
483555,485310,1755,1,0,chrXIV
488385,490116,1731,1,0,chrXIV
499680,500256,576,1,0,chrXIV
516402,516735,333,1,0,chrXIV
517248,517842,594,1,0,chrXIV
521256,524706,3450,1,0,chrXIV
529941,531411,1470,1,0,chrXIV
545400,545877,477,1,0,chrXIV
557019,557658,639,1,0,chrXIV
576726,577038,312,1,0,chrXIV
579579,581616,2037,1,0,chrXIV
581919,583374,1455,1,0,chrXIV
593226,595347,2121,1,0,chrXIV
606318,609453,3135,1,0,chrXIV
614820,616083,1263,1,0,chrXIV
623331,624621,1290,1,0,chrXIV
640395,642381,1986,1,0,chrXIV
643743,644193,450,1,0,chrXIV
652464,653103,639,1,0,chrXIV
664269,664944,675,1,0,chrXIV
668376,669591,1215,1,0,chrXIV
672408,672969,561,1,0,chrXIV
674922,675876,954,1,0,chrXIV
676176,677103,927,1,0,chrXIV
678798,680454,1656,1,0,chrXIV
680904,681273,369,1,0,chrXIV
703698,705876,2178,1,0,chrXIV
707787,708195,408,1,0,chrXIV
708522,711204,2682,1,0,chrXIV
719679,720018,339,1,0,chrXIV
739950,742110,2160,1,0,chrXIV
772656,774351,1695,1,0,chrXIV
781917,782280,363,1,0,chrXIV
733,1216,483,1,1,chrXIV
1516,2092,576,1,1,chrXIV
4249,4600,351,1,1,chrXIV
8329,9475,1146,1,1,chrXIV
37699,38554,855,1,1,chrXIV
38641,39082,441,1,1,chrXIV
40618,42016,1398,1,1,chrXIV
44446,45214,768,1,1,chrXIV
65743,66052,309,1,1,chrXIV
68914,71443,2529,1,1,chrXIV
76945,78520,1575,1,1,chrXIV
91993,94801,2808,1,1,chrXIV
96172,96544,372,1,1,chrXIV
107686,108274,588,1,1,chrXIV
108466,108928,462,1,1,chrXIV
136348,136720,372,1,1,chrXIV
137698,138094,396,1,1,chrXIV
144244,144664,420,1,1,chrXIV
170017,171286,1269,1,1,chrXIV
185578,186349,771,1,1,chrXIV
188050,190957,2907,1,1,chrXIV
191323,196102,4779,1,1,chrXIV
206929,209854,2925,1,1,chrXIV
210232,211513,1281,1,1,chrXIV
211921,214600,2679,1,1,chrXIV
222238,222649,411,1,1,chrXIV
229093,229714,621,1,1,chrXIV
234412,235714,1302,1,1,chrXIV
238237,240001,1764,1,1,chrXIV
250930,251743,813,1,1,chrXIV
252058,253900,1842,1,1,chrXIV
255352,256630,1278,1,1,chrXIV
282394,283009,615,1,1,chrXIV
332596,334867,2271,1,1,chrXIV
336544,337609,1065,1,1,chrXIV
340351,340858,507,1,1,chrXIV
346312,347542,1230,1,1,chrXIV
378766,379225,459,1,1,chrXIV
383986,386848,2862,1,1,chrXIV
387226,389767,2541,1,1,chrXIV
394684,397678,2994,1,1,chrXIV
406357,408022,1665,1,1,chrXIV
408340,409909,1569,1,1,chrXIV
413638,414943,1305,1,1,chrXIV
415948,416281,333,1,1,chrXIV
418963,419509,546,1,1,chrXIV
420097,420778,681,1,1,chrXIV
423466,423805,339,1,1,chrXIV
434998,437140,2142,1,1,chrXIV
447610,449374,1764,1,1,chrXIV
452407,456130,3723,1,1,chrXIV
466333,466642,309,1,1,chrXIV
471376,472861,1485,1,1,chrXIV
479767,480991,1224,1,1,chrXIV
481390,482977,1587,1,1,chrXIV
484249,484825,576,1,1,chrXIV
501514,502777,1263,1,1,chrXIV
507757,508702,945,1,1,chrXIV
522508,522820,312,1,1,chrXIV
531724,532186,462,1,1,chrXIV
541240,541645,405,1,1,chrXIV
542962,544978,2016,1,1,chrXIV
558307,558661,354,1,1,chrXIV
559813,560479,666,1,1,chrXIV
572998,573853,855,1,1,chrXIV
610054,611665,1611,1,1,chrXIV
636985,638854,1869,1,1,chrXIV
647431,648937,1506,1,1,chrXIV
653386,654541,1155,1,1,chrXIV
665338,667267,1929,1,1,chrXIV
670417,672118,1701,1,1,chrXIV
687634,689998,2364,1,1,chrXIV
706138,707608,1470,1,1,chrXIV
734290,735733,1443,1,1,chrXIV
770737,771088,351,1,1,chrXIV
1502,2009,507,1,2,chrXIV
2378,2714,336,1,2,chrXIV
14831,15854,1023,1,2,chrXIV
24047,27173,3126,1,2,chrXIV
31049,31445,396,1,2,chrXIV
31943,33188,1245,1,2,chrXIV
49448,49763,315,1,2,chrXIV
52544,53924,1380,1,2,chrXIV
58154,58808,654,1,2,chrXIV
60296,61550,1254,1,2,chrXIV
80639,82541,1902,1,2,chrXIV
82805,84017,1212,1,2,chrXIV
87896,88736,840,1,2,chrXIV
90302,91424,1122,1,2,chrXIV
95222,96080,858,1,2,chrXIV
113270,116453,3183,1,2,chrXIV
119267,120998,1731,1,2,chrXIV
122882,126599,3717,1,2,chrXIV
135770,136070,300,1,2,chrXIV
148211,154880,6669,1,2,chrXIV
155099,156539,1440,1,2,chrXIV
175409,179348,3939,1,2,chrXIV
202427,204872,2445,1,2,chrXIV
205187,206567,1380,1,2,chrXIV
214922,215801,879,1,2,chrXIV
227333,228854,1521,1,2,chrXIV
241688,244172,2484,1,2,chrXIV
247460,249809,2349,1,2,chrXIV
254417,255017,600,1,2,chrXIV
259568,260456,888,1,2,chrXIV
274367,276044,1677,1,2,chrXIV
282545,282950,405,1,2,chrXIV
286307,287609,1302,1,2,chrXIV
287771,289067,1296,1,2,chrXIV
298334,299558,1224,1,2,chrXIV
315977,316373,396,1,2,chrXIV
323831,325052,1221,1,2,chrXIV
339611,340208,597,1,2,chrXIV
342515,343340,825,1,2,chrXIV
343856,344306,450,1,2,chrXIV
349250,349658,408,1,2,chrXIV
357452,358952,1500,1,2,chrXIV
366740,368321,1581,1,2,chrXIV
370367,371645,1278,1,2,chrXIV
375320,378491,3171,1,2,chrXIV
381479,382202,723,1,2,chrXIV
382358,383663,1305,1,2,chrXIV
391811,392147,336,1,2,chrXIV
392891,394370,1479,1,2,chrXIV
401039,402521,1482,1,2,chrXIV
421304,421685,381,1,2,chrXIV
424154,424583,429,1,2,chrXIV
437612,438317,705,1,2,chrXIV
449867,450530,663,1,2,chrXIV
457703,461990,4287,1,2,chrXIV
462410,465947,3537,1,2,chrXIV
473297,476012,2715,1,2,chrXIV
485606,486479,873,1,2,chrXIV
490316,491240,924,1,2,chrXIV
491522,492971,1449,1,2,chrXIV
503723,505484,1761,1,2,chrXIV
510539,512396,1857,1,2,chrXIV
519455,520778,1323,1,2,chrXIV
526085,529583,3498,1,2,chrXIV
532658,533870,1212,1,2,chrXIV
538172,539819,1647,1,2,chrXIV
542303,542822,519,1,2,chrXIV
544226,544544,318,1,2,chrXIV
548099,549290,1191,1,2,chrXIV
553379,554750,1371,1,2,chrXIV
555047,556832,1785,1,2,chrXIV
570476,572315,1839,1,2,chrXIV
574505,575351,846,1,2,chrXIV
578678,578996,318,1,2,chrXIV
602906,604268,1362,1,2,chrXIV
613634,614360,726,1,2,chrXIV
620066,620978,912,1,2,chrXIV
627455,628616,1161,1,2,chrXIV
635942,636383,441,1,2,chrXIV
642689,643439,750,1,2,chrXIV
649298,649844,546,1,2,chrXIV
662912,663581,669,1,2,chrXIV
673820,674123,303,1,2,chrXIV
686009,687116,1107,1,2,chrXIV
690320,691286,966,1,2,chrXIV
695594,697484,1890,1,2,chrXIV
699689,700460,771,1,2,chrXIV
701237,701666,429,1,2,chrXIV
701894,703085,1191,1,2,chrXIV
711629,712811,1182,1,2,chrXIV
717206,717530,324,1,2,chrXIV
736802,738545,1743,1,2,chrXIV
746942,748766,1824,1,2,chrXIV
765374,769376,4002,1,2,chrXIV
779915,781040,1125,1,2,chrXIV
777601,778738,1137,-1,0,chrXIV
761122,762592,1470,-1,0,chrXIV
760066,760885,819,-1,0,chrXIV
753724,755035,1311,-1,0,chrXIV
750349,753700,3351,-1,0,chrXIV
731617,733303,1686,-1,0,chrXIV
728425,730186,1761,-1,0,chrXIV
723355,724306,951,-1,0,chrXIV
722293,723112,819,-1,0,chrXIV
716779,718327,1548,-1,0,chrXIV
706186,706585,399,-1,0,chrXIV
700540,701659,1119,-1,0,chrXIV
694360,694822,462,-1,0,chrXIV
673273,674689,1416,-1,0,chrXIV
649027,651712,2685,-1,0,chrXIV
639181,640114,933,-1,0,chrXIV
636046,636373,327,-1,0,chrXIV
633007,633856,849,-1,0,chrXIV
626173,627142,969,-1,0,chrXIV
618994,619399,405,-1,0,chrXIV
616210,618241,2031,-1,0,chrXIV
602137,602476,339,-1,0,chrXIV
599935,601774,1839,-1,0,chrXIV
598375,599230,855,-1,0,chrXIV
588262,591160,2898,-1,0,chrXIV
577204,578773,1569,-1,0,chrXIV
566383,567820,1437,-1,0,chrXIV
555148,555583,435,-1,0,chrXIV
517993,518845,852,-1,0,chrXIV
505867,507097,1230,-1,0,chrXIV
495700,498289,2589,-1,0,chrXIV
492502,492868,366,-1,0,chrXIV
485968,486448,480,-1,0,chrXIV
447754,448066,312,-1,0,chrXIV
424894,426754,1860,-1,0,chrXIV
420943,424495,3552,-1,0,chrXIV
401032,401518,486,-1,0,chrXIV
398683,400537,1854,-1,0,chrXIV
393466,393820,354,-1,0,chrXIV
390145,392167,2022,-1,0,chrXIV
374170,374692,522,-1,0,chrXIV
371881,372226,345,-1,0,chrXIV
360916,361486,570,-1,0,chrXIV
352819,355042,2223,-1,0,chrXIV
349906,350671,765,-1,0,chrXIV
349366,349756,390,-1,0,chrXIV
341068,341968,900,-1,0,chrXIV
326740,330073,3333,-1,0,chrXIV
325264,326320,1056,-1,0,chrXIV
316168,317671,1503,-1,0,chrXIV
315628,315997,369,-1,0,chrXIV
308956,310057,1101,-1,0,chrXIV
303685,304615,930,-1,0,chrXIV
299653,300649,996,-1,0,chrXIV
292192,292669,477,-1,0,chrXIV
282508,282871,363,-1,0,chrXIV
271522,272308,786,-1,0,chrXIV
270274,271171,897,-1,0,chrXIV
267607,269593,1986,-1,0,chrXIV
264925,266530,1605,-1,0,chrXIV
260626,263203,2577,-1,0,chrXIV
259438,260050,612,-1,0,chrXIV
258154,258577,423,-1,0,chrXIV
231067,233695,2628,-1,0,chrXIV
219136,220201,1065,-1,0,chrXIV
217522,218662,1140,-1,0,chrXIV
215986,217042,1056,-1,0,chrXIV
205987,206323,336,-1,0,chrXIV
203917,204457,540,-1,0,chrXIV
202627,202945,318,-1,0,chrXIV
181360,182608,1248,-1,0,chrXIV
160630,164320,3690,-1,0,chrXIV
151255,151630,375,-1,0,chrXIV
131404,131716,312,-1,0,chrXIV
121117,122170,1053,-1,0,chrXIV
117832,118159,327,-1,0,chrXIV
100909,102232,1323,-1,0,chrXIV
81607,81937,330,-1,0,chrXIV
78658,80260,1602,-1,0,chrXIV
61957,62260,303,-1,0,chrXIV
58897,59791,894,-1,0,chrXIV
54121,55897,1776,-1,0,chrXIV
49396,51688,2292,-1,0,chrXIV
45307,48022,2715,-1,0,chrXIV
42070,43177,1107,-1,0,chrXIV
38830,39130,300,-1,0,chrXIV
33820,34126,306,-1,0,chrXIV
28738,31378,2640,-1,0,chrXIV
19540,22633,3093,-1,0,chrXIV
16117,17248,1131,-1,0,chrXIV
370,5758,5388,-1,0,chrXIV
770439,771468,1029,-1,1,chrXIV
755745,759099,3354,-1,1,chrXIV
721119,721506,387,-1,1,chrXIV
713022,713655,633,-1,1,chrXIV
693018,694047,1029,-1,1,chrXIV
670761,671307,546,-1,1,chrXIV
665517,665967,450,-1,1,chrXIV
654672,661374,6702,-1,1,chrXIV
644319,646950,2631,-1,1,chrXIV
636930,637335,405,-1,1,chrXIV
621312,622428,1116,-1,1,chrXIV
611835,613170,1335,-1,1,chrXIV
609132,609510,378,-1,1,chrXIV
591426,592899,1473,-1,1,chrXIV
587106,587847,741,-1,1,chrXIV
584319,585291,972,-1,1,chrXIV
568521,569691,1170,-1,1,chrXIV
562386,566427,4041,-1,1,chrXIV
557919,559002,1083,-1,1,chrXIV
539910,541881,1971,-1,1,chrXIV
534078,534549,471,-1,1,chrXIV
518793,519156,363,-1,1,chrXIV
512667,514935,2268,-1,1,chrXIV
507744,508044,300,-1,1,chrXIV
496071,496380,309,-1,1,chrXIV
486765,488124,1359,-1,1,chrXIV
476931,478032,1101,-1,1,chrXIV
476187,476619,432,-1,1,chrXIV
470052,471102,1050,-1,1,chrXIV
461007,461316,309,-1,1,chrXIV
452967,453627,660,-1,1,chrXIV
435609,435930,321,-1,1,chrXIV
420453,420765,312,-1,1,chrXIV
419013,419826,813,-1,1,chrXIV
417825,418488,663,-1,1,chrXIV
412683,413055,372,-1,1,chrXIV
410118,412053,1935,-1,1,chrXIV
402651,405564,2913,-1,1,chrXIV
398022,398370,348,-1,1,chrXIV
385407,385833,426,-1,1,chrXIV
379557,380604,1047,-1,1,chrXIV
378831,379182,351,-1,1,chrXIV
372450,373581,1131,-1,1,chrXIV
356793,357186,393,-1,1,chrXIV
343635,345276,1641,-1,1,chrXIV
322218,323565,1347,-1,1,chrXIV
295959,297627,1668,-1,1,chrXIV
293136,295509,2373,-1,1,chrXIV
272709,273615,906,-1,1,chrXIV
263712,264453,741,-1,1,chrXIV
252126,252495,369,-1,1,chrXIV
246459,247104,645,-1,1,chrXIV
235995,237663,1668,-1,1,chrXIV
229326,229650,324,-1,1,chrXIV
222723,224469,1746,-1,1,chrXIV
209547,209979,432,-1,1,chrXIV
198501,199977,1476,-1,1,chrXIV
196425,197943,1518,-1,1,chrXIV
186345,186885,540,-1,1,chrXIV
172587,174315,1728,-1,1,chrXIV
168042,169248,1206,-1,1,chrXIV
167328,167790,462,-1,1,chrXIV
156858,157455,597,-1,1,chrXIV
146895,147840,945,-1,1,chrXIV
144279,145125,846,-1,1,chrXIV
135939,137661,1722,-1,1,chrXIV
126804,129084,2280,-1,1,chrXIV
105183,106695,1512,-1,1,chrXIV
96963,100431,3468,-1,1,chrXIV
93072,93378,306,-1,1,chrXIV
84168,85815,1647,-1,1,chrXIV
56445,57573,1128,-1,1,chrXIV
51906,52524,618,-1,1,chrXIV
43323,44280,957,-1,1,chrXIV
41049,41379,330,-1,1,chrXIV
38706,40329,1623,-1,1,chrXIV
27336,28347,1011,-1,1,chrXIV
22833,23274,441,-1,1,chrXIV
18000,19302,1302,-1,1,chrXIV
12207,12876,669,-1,1,chrXIV
1455,2031,576,-1,1,chrXIV
774791,776300,1509,-1,2,chrXIV
749135,750008,873,-1,2,chrXIV
744359,745343,984,-1,2,chrXIV
742880,743540,660,-1,2,chrXIV
741158,741488,330,-1,2,chrXIV
733355,734069,714,-1,2,chrXIV
719345,720647,1302,-1,2,chrXIV
714047,715388,1341,-1,2,chrXIV
707765,708101,336,-1,2,chrXIV
705503,705845,342,-1,2,chrXIV
697613,699431,1818,-1,2,chrXIV
680693,685433,4740,-1,2,chrXIV
677198,678488,1290,-1,2,chrXIV
672701,673061,360,-1,2,chrXIV
669773,670193,420,-1,2,chrXIV
667409,668222,813,-1,2,chrXIV
664301,664691,390,-1,2,chrXIV
652202,652502,300,-1,2,chrXIV
634343,635297,954,-1,2,chrXIV
629621,631061,1440,-1,2,chrXIV
624974,625829,855,-1,2,chrXIV
623729,624095,366,-1,2,chrXIV
618506,619565,1059,-1,2,chrXIV
606998,607451,453,-1,2,chrXIV
595622,597539,1917,-1,2,chrXIV
575639,576050,411,-1,2,chrXIV
549467,551987,2520,-1,2,chrXIV
545588,545909,321,-1,2,chrXIV
535280,537911,2631,-1,2,chrXIV
515762,516713,951,-1,2,chrXIV
508775,510212,1437,-1,2,chrXIV
493955,494297,342,-1,2,chrXIV
478565,479165,600,-1,2,chrXIV
456692,457169,477,-1,2,chrXIV
444911,446840,1929,-1,2,chrXIV
441365,442358,993,-1,2,chrXIV
439601,440570,969,-1,2,chrXIV
438566,439283,717,-1,2,chrXIV
416939,417302,363,-1,2,chrXIV
368594,370055,1461,-1,2,chrXIV
360923,365717,4794,-1,2,chrXIV
347765,348521,756,-1,2,chrXIV
345668,346058,390,-1,2,chrXIV
343646,344141,495,-1,2,chrXIV
338477,339347,870,-1,2,chrXIV
319415,321359,1944,-1,2,chrXIV
318029,318809,780,-1,2,chrXIV
314249,314561,312,-1,2,chrXIV
313862,314168,306,-1,2,chrXIV
307400,308612,1212,-1,2,chrXIV
305069,306980,1911,-1,2,chrXIV
300665,301103,438,-1,2,chrXIV
294425,294782,357,-1,2,chrXIV
292556,292883,327,-1,2,chrXIV
281003,281303,300,-1,2,chrXIV
266513,266816,303,-1,2,chrXIV
258374,259277,903,-1,2,chrXIV
256787,258155,1368,-1,2,chrXIV
242561,242867,306,-1,2,chrXIV
224795,227099,2304,-1,2,chrXIV
220658,222431,1773,-1,2,chrXIV
187169,187496,327,-1,2,chrXIV
179393,181022,1629,-1,2,chrXIV
171440,172286,846,-1,2,chrXIV
158108,160373,2265,-1,2,chrXIV
145562,146615,1053,-1,2,chrXIV
129521,135383,5862,-1,2,chrXIV
118430,118826,396,-1,2,chrXIV
109094,110411,1317,-1,2,chrXIV
103133,104102,969,-1,2,chrXIV
98849,99161,312,-1,2,chrXIV
71672,76583,4911,-1,2,chrXIV
33293,34235,942,-1,2,chrXIV
6174,8115,1941,1,0,chrXV
25272,26976,1704,1,0,chrXV
44937,45633,696,1,0,chrXV
53097,54552,1455,1,0,chrXV
55557,56280,723,1,0,chrXV
56451,58539,2088,1,0,chrXV
58758,60030,1272,1,0,chrXV
77559,78114,555,1,0,chrXV
87843,89448,1605,1,0,chrXV
104325,106293,1968,1,0,chrXV
112101,113130,1029,1,0,chrXV
115005,115356,351,1,0,chrXV
117999,119322,1323,1,0,chrXV
147381,150276,2895,1,0,chrXV
168726,169974,1248,1,0,chrXV
171069,180309,9240,1,0,chrXV
181056,181455,399,1,0,chrXV
187023,189414,2391,1,0,chrXV
196506,196995,489,1,0,chrXV
217125,218448,1323,1,0,chrXV
219210,220473,1263,1,0,chrXV
234939,238185,3246,1,0,chrXV
247149,248301,1152,1,0,chrXV
255336,256101,765,1,0,chrXV
265428,266169,741,1,0,chrXV
274956,276939,1983,1,0,chrXV
278055,280086,2031,1,0,chrXV
288897,290553,1656,1,0,chrXV
310311,310935,624,1,0,chrXV
325248,326130,882,1,0,chrXV
333591,334356,765,1,0,chrXV
344334,345798,1464,1,0,chrXV
364368,366882,2514,1,0,chrXV
400347,401214,867,1,0,chrXV
428928,429240,312,1,0,chrXV
429477,429912,435,1,0,chrXV
447438,448368,930,1,0,chrXV
479532,480420,888,1,0,chrXV
495126,496968,1842,1,0,chrXV
502794,503346,552,1,0,chrXV
511824,513006,1182,1,0,chrXV
517641,518490,849,1,0,chrXV
519120,519972,852,1,0,chrXV
521352,522282,930,1,0,chrXV
523026,524841,1815,1,0,chrXV
531507,533793,2286,1,0,chrXV
545028,546333,1305,1,0,chrXV
573174,574830,1656,1,0,chrXV
575097,577626,2529,1,0,chrXV
586980,589281,2301,1,0,chrXV
606513,608475,1962,1,0,chrXV
619839,624375,4536,1,0,chrXV
632163,633120,957,1,0,chrXV
644565,646896,2331,1,0,chrXV
649302,651732,2430,1,0,chrXV
658746,659601,855,1,0,chrXV
662400,663582,1182,1,0,chrXV
674778,675150,372,1,0,chrXV
679356,680544,1188,1,0,chrXV
710445,711576,1131,1,0,chrXV
718782,719160,378,1,0,chrXV
720180,720510,330,1,0,chrXV
722910,724725,1815,1,0,chrXV
740706,741180,474,1,0,chrXV
747861,748209,348,1,0,chrXV
748275,748644,369,1,0,chrXV
752589,752895,306,1,0,chrXV
761391,761721,330,1,0,chrXV
768408,769812,1404,1,0,chrXV
770799,772113,1314,1,0,chrXV
775845,778248,2403,1,0,chrXV
785169,785655,486,1,0,chrXV
785655,786744,1089,1,0,chrXV
795105,795405,300,1,0,chrXV
798012,798315,303,1,0,chrXV
807270,808107,837,1,0,chrXV
818865,820158,1293,1,0,chrXV
821022,822294,1272,1,0,chrXV
832812,834195,1383,1,0,chrXV
841332,841818,486,1,0,chrXV
846999,847320,321,1,0,chrXV
847452,848145,693,1,0,chrXV
853356,854112,756,1,0,chrXV
855801,856185,384,1,0,chrXV
861174,865593,4419,1,0,chrXV
867399,867852,453,1,0,chrXV
870201,874071,3870,1,0,chrXV
875598,877038,1440,1,0,chrXV
895308,895953,645,1,0,chrXV
903042,903372,330,1,0,chrXV
909342,911445,2103,1,0,chrXV
916029,918291,2262,1,0,chrXV
923763,924156,393,1,0,chrXV
924576,925050,474,1,0,chrXV
943107,943458,351,1,0,chrXV
944595,946008,1413,1,0,chrXV
971850,975891,4041,1,0,chrXV
997212,998244,1032,1,0,chrXV
1007220,1009116,1896,1,0,chrXV
1010160,1010889,729,1,0,chrXV
1012002,1012392,390,1,0,chrXV
1026006,1026609,603,1,0,chrXV
1036833,1039389,2556,1,0,chrXV
1039839,1041399,1560,1,0,chrXV
1043190,1043559,369,1,0,chrXV
1055544,1057680,2136,1,0,chrXV
1065042,1065915,873,1,0,chrXV
1085472,1090863,5391,1,0,chrXV
34657,35407,750,1,1,chrXV
40747,42610,1863,1,1,chrXV
43693,44722,1029,1,1,chrXV
49894,50260,366,1,1,chrXV
65620,67114,1494,1,1,chrXV
70324,70690,366,1,1,chrXV
71299,72715,1416,1,1,chrXV
73030,73357,327,1,1,chrXV
83833,85264,1431,1,1,chrXV
90730,91102,372,1,1,chrXV
99808,100957,1149,1,1,chrXV
104587,104920,333,1,1,chrXV
110296,110638,342,1,1,chrXV
119800,123268,3468,1,1,chrXV
123991,125830,1839,1,1,chrXV
145333,147163,1830,1,1,chrXV
162355,165331,2976,1,1,chrXV
181681,185212,3531,1,1,chrXV
223267,224179,912,1,1,chrXV
225016,225325,309,1,1,chrXV
228613,229834,1221,1,1,chrXV
236107,236452,345,1,1,chrXV
238618,240094,1476,1,1,chrXV
243496,246802,3306,1,1,chrXV
254296,254617,321,1,1,chrXV
256744,259030,2286,1,1,chrXV
268186,269641,1455,1,1,chrXV
270799,271147,348,1,1,chrXV
286171,287950,1779,1,1,chrXV
292528,294673,2145,1,1,chrXV
299692,300067,375,1,1,chrXV
329416,331051,1635,1,1,chrXV
346321,346726,405,1,1,chrXV
349678,353863,4185,1,1,chrXV
356542,356956,414,1,1,chrXV
357673,359947,2274,1,1,chrXV
359992,360352,360,1,1,chrXV
361411,363814,2403,1,1,chrXV
379780,380806,1026,1,1,chrXV
381052,382822,1770,1,1,chrXV
386824,388684,1860,1,1,chrXV
398869,399226,357,1,1,chrXV
399253,399694,441,1,1,chrXV
401440,402655,1215,1,1,chrXV
408424,409660,1236,1,1,chrXV
410869,412330,1461,1,1,chrXV
416761,417088,327,1,1,chrXV
420553,420880,327,1,1,chrXV
427816,428158,342,1,1,chrXV
444685,445849,1164,1,1,chrXV
447658,447976,318,1,1,chrXV
464770,466543,1773,1,1,chrXV
468211,469252,1041,1,1,chrXV
471898,472597,699,1,1,chrXV
480586,481750,1164,1,1,chrXV
482032,483085,1053,1,1,chrXV
493264,494470,1206,1,1,chrXV
518194,518521,327,1,1,chrXV
525277,528601,3324,1,1,chrXV
528940,530248,1308,1,1,chrXV
530428,531127,699,1,1,chrXV
546856,548560,1704,1,1,chrXV
551113,552052,939,1,1,chrXV
561169,564193,3024,1,1,chrXV
578563,579793,1230,1,1,chrXV
580249,581359,1110,1,1,chrXV
593056,594046,990,1,1,chrXV
595111,596434,1323,1,1,chrXV
605452,605824,372,1,1,chrXV
605872,606178,306,1,1,chrXV
611998,612490,492,1,1,chrXV
633838,636757,2919,1,1,chrXV
671875,672322,447,1,1,chrXV
678871,679261,390,1,1,chrXV
683110,683545,435,1,1,chrXV
689623,689974,351,1,1,chrXV
690694,692032,1338,1,1,chrXV
717022,718384,1362,1,1,chrXV
721945,722608,663,1,1,chrXV
733924,736177,2253,1,1,chrXV
742909,744181,1272,1,1,chrXV
758329,759253,924,1,1,chrXV
759781,760660,879,1,1,chrXV
772600,774127,1527,1,1,chrXV
779869,780184,315,1,1,chrXV
781993,783298,1305,1,1,chrXV
783667,784588,921,1,1,chrXV
786994,788641,1647,1,1,chrXV
804376,804907,531,1,1,chrXV
812875,813331,456,1,1,chrXV
817291,818335,1044,1,1,chrXV
820453,820774,321,1,1,chrXV
826384,827869,1485,1,1,chrXV
837673,838960,1287,1,1,chrXV
849634,850054,420,1,1,chrXV
850279,850729,450,1,1,chrXV
868339,868951,612,1,1,chrXV
878434,880675,2241,1,1,chrXV
882898,884134,1236,1,1,chrXV
889021,889750,729,1,1,chrXV
904759,905800,1041,1,1,chrXV
922408,922807,399,1,1,chrXV
925720,930445,4725,1,1,chrXV
937291,937786,495,1,1,chrXV
954343,956623,2280,1,1,chrXV
987283,987592,309,1,1,chrXV
989788,992833,3045,1,1,chrXV
1005136,1006705,1569,1,1,chrXV
1016722,1017043,321,1,1,chrXV
1023370,1023739,369,1,1,chrXV
1028215,1028515,300,1,1,chrXV
1037323,1037704,381,1,1,chrXV
1061563,1063648,2085,1,1,chrXV
1079281,1079725,444,1,1,chrXV
1089199,1089775,576,1,1,chrXV
9596,10106,510,1,2,chrXV
10118,10766,648,1,2,chrXV
14312,14654,342,1,2,chrXV
31166,31532,366,1,2,chrXV
48737,49448,711,1,2,chrXV
63155,63668,513,1,2,chrXV
74399,76979,2580,1,2,chrXV
97550,99488,1938,1,2,chrXV
101474,103229,1755,1,2,chrXV
106709,108188,1479,1,2,chrXV
109175,109889,714,1,2,chrXV
113225,113579,354,1,2,chrXV
128048,128348,300,1,2,chrXV
129236,132482,3246,1,2,chrXV
134165,134621,456,1,2,chrXV
142814,143696,882,1,2,chrXV
144203,145130,927,1,2,chrXV
162749,163070,321,1,2,chrXV
165713,166952,1239,1,2,chrXV
194969,196337,1368,1,2,chrXV
198941,200297,1356,1,2,chrXV
212243,213734,1491,1,2,chrXV
220766,222902,2136,1,2,chrXV
230084,231272,1188,1,2,chrXV
249824,250916,1092,1,2,chrXV
253121,253589,468,1,2,chrXV
259922,263204,3282,1,2,chrXV
263474,265085,1611,1,2,chrXV
266636,267026,390,1,2,chrXV
269159,269519,360,1,2,chrXV
277085,277604,519,1,2,chrXV
297077,298838,1761,1,2,chrXV
305348,307409,2061,1,2,chrXV
307937,309041,1104,1,2,chrXV
316937,321548,4611,1,2,chrXV
326831,329033,2202,1,2,chrXV
331454,332891,1437,1,2,chrXV
356750,357221,471,1,2,chrXV
368126,370319,2193,1,2,chrXV
377846,378170,324,1,2,chrXV
378218,379562,1344,1,2,chrXV
384599,384935,336,1,2,chrXV
405767,406544,777,1,2,chrXV
407063,407921,858,1,2,chrXV
413006,413480,474,1,2,chrXV
